iter	Logloss
654	0.04839688191
655	0.04834966783
656	0.04833399474
657	0.04831016208
658	0.0482893858
659	0.04825686524
660	0.04821760384
661	0.04820117141
662	0.04814435365
663	0.04807839841
664	0.04805780981
665	0.04800479259
666	0.04795281869
667	0.04790799191
668	0.04788696927
669	0.04785004053
670	0.04782159738
671	0.0477846977
672	0.04776348189
673	0.04773935062
674	0.04772159999
675	0.04768512868
676	0.0476408752
677	0.04760273188
678	0.04754112928
679	0.04750902138
680	0.04749887182
681	0.04746687577
682	0.04745576456
683	0.04742329701
684	0.04741417562
685	0.04736911564
686	0.04732863345
687	0.04728795224
688	0.0472641894
689	0.04725482568
690	0.04723061747
691	0.04719514765
692	0.04714618535
693	0.04709121357
694	0.04704118216
695	0.04700368068
696	0.04698466265
697	0.04692666869
698	0.0468908966
699	0.04686836387
700	0.0468375124
701	0.04679289652
702	0.04673150243
703	0.04668696312
704	0.04661369776
705	0.04659371974
706	0.04657280273
707	0.04655032208
708	0.04650490154
709	0.04648463349
710	0.04645126331
711	0.04641297233
712	0.04637640581
713	0.04633913313
714	0.04631940676
715	0.04629992984
716	0.04628353506
717	0.04623689811
718	0.04620615903
719	0.04617414069
720	0.04615423723
721	0.04610914253
722	0.04609113769
723	0.0460471375
724	0.04600270492
725	0.04598255657
726	0.04594577092
727	0.04592001443
728	0.04588245574
729	0.04587056674
730	0.04585548101
731	0.04582804008
732	0.04582122632
733	0.0458081962
734	0.04578882419
735	0.04576327256
736	0.04573824306
737	0.04571687045
738	0.04570829786
739	0.04568773997
740	0.04567028247
741	0.04564602949
742	0.04563764203
743	0.04562833003
744	0.04561458791
745	0.04560893061
746	0.04558425144
747	0.04556370707
748	0.0455524831
749	0.04550967647
750	0.04548761561
751	0.04545276697
752	0.04541485629
753	0.04540209081
754	0.04536174531
755	0.04534875358
756	0.04531995187
757	0.0452893579
758	0.04525170089
759	0.04522068896
760	0.04518370777
761	0.04515646093
762	0.04513456144
763	0.04508803651
764	0.04505669618
765	0.04502565227
766	0.04501323201
767	0.04498365268
768	0.04497384085
769	0.04494388487
770	0.04492400627
771	0.04489349874
772	0.0448664277
773	0.04484242217
774	0.0448233676
775	0.04478985908
776	0.04476283519
777	0.04470782486
778	0.04467100065
779	0.04465130572
780	0.04465130846
781	0.04463597382
782	0.04463215629
783	0.04459855604
784	0.04455539249
785	0.04451390644
786	0.04447409458
787	0.04445260263
788	0.04441636872
789	0.04439199548
790	0.04439115372
791	0.04436358414
792	0.04435239398
793	0.04433065915
794	0.04429185171
795	0.04428414117
796	0.04425648057
797	0.04424203175
798	0.04420990813
799	0.04420319397
800	0.044181005
801	0.04416578769
802	0.04412157807
803	0.04409802814
804	0.04407558569
805	0.04404097627
806	0.04400501502
807	0.04398919865
808	0.04396864075
809	0.04396238109
810	0.04391952658
811	0.04390036017
812	0.04386499543
813	0.04383347947
814	0.04381278688
815	0.04378242921
816	0.04374719606
817	0.0437331142
818	0.04372562497
819	0.04369535813
820	0.04368501668
821	0.04365345449
822	0.04363854677
823	0.04361760545
824	0.04357988868
825	0.04357119402
826	0.04356198893
827	0.04353843863
828	0.04350159012
829	0.04347301356
830	0.04345840391
831	0.04344801092
832	0.04339066793
833	0.04336974105
834	0.04334073594
835	0.04331316397
836	0.04329418488
837	0.04328129603
838	0.04327305661
839	0.04325167815
840	0.0432267318
841	0.04318624961
842	0.04315982862
843	0.04314255169
844	0.0431178643
845	0.04309739211
846	0.04307780701
847	0.04304261881
848	0.04303149335
849	0.04300340401
850	0.04298572283
851	0.04295208328
852	0.04293060906
853	0.04291442974
854	0.04288271239
855	0.04286811919
856	0.0428595795
857	0.04283508638
858	0.04281611624
859	0.04279340898
860	0.04275610322
861	0.0427278081
862	0.04270441662
863	0.0426704949
864	0.04265426039
865	0.04262643696
866	0.04259954739
867	0.04259855724
868	0.04256727027
869	0.04253305724
870	0.04251617158
871	0.04249625204
872	0.04249270645
873	0.04248063268
874	0.04244967412
875	0.04243860988
876	0.04241611973
877	0.04239892266
878	0.04239009386
879	0.04237311025
880	0.04234607137
881	0.04233044945
882	0.04232247831
883	0.04229593159
884	0.04228438196
885	0.04227346283
886	0.04224682327
887	0.04221284289
888	0.0421851355
889	0.04216613174
890	0.0421399688
891	0.04212042482
892	0.04209180166
893	0.04207121964
894	0.04204664592
895	0.04202905484
896	0.04201779542
897	0.0420114813
898	0.04199674116
899	0.04199212609
900	0.04196681588
901	0.04192676974
902	0.04191039926
903	0.04189542758
904	0.04188699608
905	0.04186097058
906	0.0418479401
907	0.04183726092
908	0.04182697996
909	0.04181922867
910	0.04180666969
911	0.04177444081
912	0.04175407517
913	0.04172290736
914	0.04170558273
915	0.0416869547
916	0.04167559294
917	0.04165432541
918	0.04163924499
919	0.0416316664
920	0.04161851768
921	0.04161420251
922	0.04159570515
923	0.04157172301
924	0.0415602494
925	0.04154221697
926	0.04153276754
927	0.04151851553
928	0.04150760225
929	0.04148583727
930	0.04146288749
931	0.04145236073
932	0.04144698761
933	0.04143879972
934	0.04141489817
935	0.04140199799
936	0.04138336576
937	0.04137835358
938	0.0413685867
939	0.04134477854
940	0.04133676938
941	0.04133193776
942	0.04131318016
943	0.04130565164
944	0.04129761635
945	0.04126867246
946	0.04126085812
947	0.04124951171
948	0.04123618462
949	0.04121269299
950	0.0411946739
951	0.04117350707
952	0.0411638895
953	0.04115991133
954	0.04115327977
955	0.04114075314
956	0.04111143168
957	0.0410859431
958	0.041069522
959	0.04104289122
960	0.0410218715
961	0.04101676045
962	0.04099514989
963	0.04096479313
964	0.04095433234
965	0.04093956553
966	0.04093211048
967	0.04092774999
968	0.04091806115
969	0.04089475282
970	0.04087258395
971	0.04086087898
972	0.04083606915
973	0.04082051795
974	0.04079817035
975	0.04078746741
976	0.04076677282
977	0.04074926178
978	0.04074222798
979	0.04072062601
980	0.0407122529
981	0.04067699178
982	0.04066179175
983	0.04063002688
984	0.0406208238
985	0.04060754733
986	0.04060072342
987	0.04059185697
988	0.04057722594
989	0.04055024582
990	0.04053420375
991	0.04051706818
992	0.04048960258
993	0.04047690745
994	0.04046011253
995	0.04040824528
996	0.0403843069
997	0.04036732612
998	0.04035458458
999	0.04034330094
